student_id,persona,age,sleep_hours,study_hours,exercise_days,social_hours,screen_time_hours,commute_minutes,part_time_hours,caffeine_intake,mindfulness_minutes,financial_stress_score,academic_pressure_score,family_support_score,peer_support_score,self_efficacy_score,weekly_meals,home_noise_score,internet_speed,assignment_load,class_attendance,sleep_quality_score,appetite_change,headaches_per_week,anxiety_score,depression_score,monthly_income,monthly_expenses,extracurricular_hours,course_difficulty,gpa,major,housing_type,relationship_status,transportation_mode,part_time_job,study_location,club_membership,diet_type,scholarship_status,social_media_minutes,gaming_hours,Stress_Level
STU-08718,Average,21,4.92,6.27,4.34,4.42,5.49,5.0,2.44,0.29,22.55,2.3,4.39,6.1,5.54,7.36,11,2,103,4.04,81,5,4,3,3,5,2114,2951,3.54,8,2.55,Biology,Dorm,In Relationship,Bus,Yes,Cafe,Yes,Balanced,No,146,3.13,High
STU-08719,Struggling,25,6.64,5.07,0.91,1.76,7.08,26.61,9.12,3.11,0.0,6.0,9.75,6.39,4.91,5.55,11,1,51,6.52,68,8,4,1,2,1,1688,1549,4.24,7,3.21,Business,Family Home,Single,Bus,Yes,Library,No,Balanced,No,179,1.58,High
STU-08720,Average,20,6.26,4.4,1.36,3.13,5.27,30.17,1.47,4.04,10.64,5.26,5.78,5.54,4.58,4.81,8,1,69,5.27,74,7,1,2,6,2,1689,678,3.66,5,2.75,Arts,Apartment,Single,Bus,No,Dorm Room,Yes,Balanced,No,74,3.84,High
STU-08721,Average,22,7.28,3.69,2.55,4.1,4.7,38.58,0.12,1.47,12.74,2.33,4.04,5.16,9.04,4.61,11,2,80,3.78,79,6,1,2,7,1,772,1150,4.19,7,2.31,Arts,Dorm,Single,Bike,No,Dorm Room,Yes,Vegetarian,No,82,3.3,High
STU-08722,Topper,23,6.26,5.26,4.18,3.04,3.68,13.42,0.0,0.0,15.21,4.62,5.01,6.45,6.27,8.72,17,1,91,5.06,95,7,4,0,3,3,1908,1247,5.34,4,3.47,Nursing,Dorm,Single,Car,No,Home,Yes,Balanced,No,30,0.0,Moderate
STU-08723,Athlete,19,5.83,4.99,7.0,1.91,4.66,47.0,0.0,1.77,10.38,4.78,4.26,7.47,6.09,6.33,13,3,101,3.64,81,6,2,5,4,3,3025,2090,5.14,6,3.66,Business,Apartment,Single,Bus,Yes,Home,No,Balanced,Yes,42,0.0,High
STU-08724,Athlete,19,5.29,6.39,5.94,3.04,3.69,32.16,0.0,2.35,8.16,2.96,4.79,8.09,8.08,3.35,15,4,97,3.12,87,6,4,2,7,3,1581,1589,5.11,6,2.77,Engineering,Apartment,Single,Bus,Yes,Library,Yes,Balanced,No,203,4.82,High
STU-08725,Struggling,21,5.39,4.06,0.0,0.0,4.55,43.05,11.62,3.54,8.38,8.2,7.56,2.6,3.35,1.43,6,1,66,7.61,70,4,3,2,6,7,2638,968,7.23,5,3.14,Biology,Family Home,Single,Bus,No,Dorm Room,Yes,Balanced,No,147,2.9,High
STU-08726,Athlete,22,6.77,4.17,5.49,5.03,6.41,15.8,0.0,0.89,9.73,1.0,4.91,7.92,4.36,6.19,15,2,76,3.65,84,8,1,1,5,4,1994,1019,5.49,3,2.3,Arts,Dorm,Single,Car,No,Home,No,High Protein,No,269,0.88,High
STU-08727,Athlete,20,7.54,5.15,5.52,4.35,3.37,23.73,0.0,1.5,18.84,4.0,3.59,6.13,6.5,7.39,14,4,103,5.34,81,7,0,1,5,5,2228,1555,1.51,8,3.64,Business,Dorm,Single,Walk,No,Library,Yes,Fast Food,No,111,2.2,Moderate
STU-08728,Average,18,7.3,5.98,5.35,4.06,5.33,28.4,1.88,1.01,11.24,3.69,5.94,3.59,6.53,4.86,5,3,78,4.61,81,6,3,2,7,4,1124,1494,5.19,4,3.2,Psychology,Family Home,Single,Walk,Yes,Cafe,No,High Protein,No,188,2.26,High
STU-08729,Athlete,19,4.85,3.85,5.88,5.36,5.83,43.55,0.0,0.08,16.92,4.72,3.29,9.59,7.43,6.54,9,6,104,4.33,81,3,1,1,1,7,2080,2952,7.99,8,2.95,Engineering,Family Home,Single,Walk,No,Dorm Room,Yes,Balanced,No,158,0.51,High
STU-08730,Social Butterfly,18,6.45,5.76,3.53,3.34,5.55,19.97,6.47,0.65,17.11,1.0,6.48,9.27,9.83,6.0,19,6,127,5.46,80,9,2,2,1,3,1067,1630,0.88,6,3.54,Biology,Family Home,Single,Bus,No,Home,Yes,Fast Food,No,105,3.52,Moderate
STU-08731,Struggling,21,5.96,3.84,1.89,1.78,6.71,37.13,11.19,2.93,8.88,7.72,7.57,2.12,4.73,4.52,15,4,71,8.16,69,7,1,3,5,5,2247,1278,7.35,6,3.08,Business,Dorm,Single,Bus,Yes,Cafe,No,Vegetarian,No,110,2.07,High
STU-08732,Struggling,20,4.93,2.29,1.22,2.18,5.72,32.42,9.68,2.98,8.42,5.71,5.74,2.44,5.66,4.52,12,3,78,6.58,74,6,2,1,1,2,2815,1741,0.75,6,2.9,Business,Apartment,In Relationship,Walk,No,Home,No,Balanced,No,187,0.0,High
STU-08733,Athlete,20,6.0,5.44,6.23,4.31,5.25,25.38,0.0,1.26,6.14,1.0,4.59,5.4,5.55,7.87,14,1,113,4.87,94,5,3,0,6,4,3516,1916,7.63,7,4.0,Arts,Apartment,Single,Car,No,Dorm Room,Yes,Fast Food,No,30,1.92,Moderate
STU-08734,Struggling,24,5.28,1.68,1.18,0.09,7.95,45.17,5.32,2.02,1.34,7.5,8.78,4.63,3.5,5.82,10,2,113,6.51,55,4,1,3,3,1,200,1660,5.54,9,3.08,Biology,Apartment,Married,Bike,Yes,Home,No,Balanced,No,49,1.22,High
STU-08735,Average,20,7.46,6.28,2.05,3.88,3.62,26.57,6.74,1.86,9.19,1.0,5.14,5.78,5.89,5.35,16,1,117,6.47,89,9,3,2,4,3,2869,1357,6.89,8,3.24,Business,Dorm,Single,Walk,Yes,Cafe,No,Balanced,No,167,2.29,Moderate
STU-08736,Working Student,21,5.98,5.22,1.4,1.26,6.02,43.17,18.31,0.0,9.06,5.07,7.79,4.19,3.0,5.08,12,5,79,7.03,85,10,0,1,6,1,2073,1866,5.03,7,4.0,Arts,Dorm,Single,Walk,Yes,Library,No,Vegetarian,No,141,0.0,High
STU-08737,Average,19,6.44,6.1,1.8,5.83,5.25,24.7,2.4,1.17,4.52,2.5,4.07,5.44,5.96,7.85,14,5,89,4.01,90,10,4,2,8,1,867,1385,5.19,6,2.57,Engineering,Apartment,Single,Bus,No,Cafe,No,Fast Food,No,122,4.52,Moderate
STU-08738,Working Student,19,5.97,3.92,1.81,2.38,3.03,49.86,21.66,0.58,9.27,6.45,7.24,4.68,7.53,5.93,12,4,45,4.88,65,7,1,2,1,4,2954,1226,0.91,7,2.84,Psychology,Apartment,Single,Bus,No,Cafe,No,Balanced,No,108,0.57,High
STU-08739,Topper,23,6.25,8.5,0.97,2.47,4.81,34.48,0.0,0.91,26.25,2.84,5.86,6.91,8.15,8.59,12,3,108,3.11,88,10,1,2,6,2,553,1479,4.75,4,3.34,Computer Science,Apartment,In Relationship,Car,No,Library,No,Balanced,No,36,2.03,Moderate
STU-08740,Topper,24,8.19,4.64,3.75,2.3,4.57,25.22,0.0,1.0,19.42,2.15,4.39,7.66,6.5,5.86,21,1,88,5.27,95,7,1,1,2,4,200,513,5.09,4,2.91,Arts,Dorm,In Relationship,Bike,Yes,Dorm Room,No,Balanced,No,217,3.2,Low
STU-08741,Working Student,19,5.63,1.76,2.8,2.25,4.56,30.79,28.49,2.34,6.29,7.58,6.28,3.75,4.46,5.93,13,1,62,7.67,76,6,2,2,1,6,2082,592,0.0,6,3.7,Computer Science,Dorm,Single,Walk,No,Cafe,Yes,Balanced,Yes,163,1.22,High
STU-08742,Athlete,22,6.46,5.04,5.92,5.24,2.91,31.43,0.0,1.29,22.98,1.0,5.06,7.17,6.71,8.45,11,3,99,4.43,87,9,2,3,1,6,721,1663,2.13,9,2.71,Arts,Family Home,Single,Bike,Yes,Library,No,Balanced,Yes,120,2.7,Moderate
STU-08743,Social Butterfly,23,5.36,5.67,3.11,4.55,5.44,13.94,5.56,0.72,9.78,3.25,5.05,4.75,6.08,8.26,21,2,45,3.99,77,9,0,2,9,2,1782,2067,4.42,6,3.74,Nursing,Family Home,Single,Car,Yes,Dorm Room,No,High Protein,Yes,73,2.81,High
STU-08744,Athlete,22,6.22,4.02,7.0,5.25,4.58,20.09,0.0,1.63,9.46,1.12,3.41,6.7,7.24,6.27,16,1,145,3.89,74,6,1,1,6,4,1931,2112,1.96,5,4.0,Biology,Dorm,Single,Walk,Yes,Library,No,High Protein,No,83,0.0,High
STU-08745,Topper,23,7.56,5.51,2.65,4.13,4.62,10.53,0.0,0.34,7.44,3.41,7.46,6.3,6.64,5.84,16,3,106,2.43,85,7,2,3,4,2,1218,1532,5.0,4,2.7,Business,Dorm,Married,Bus,Yes,Library,No,High Protein,No,126,4.01,Low
STU-08746,Topper,19,6.04,4.91,4.19,1.43,3.15,11.58,0.0,1.13,9.38,4.18,4.32,6.2,6.4,7.18,19,3,83,4.99,88,8,0,0,1,4,1978,1532,3.05,3,3.01,Business,Dorm,Single,Car,No,Cafe,No,Fast Food,No,126,0.41,Low
STU-08747,Topper,22,7.63,5.41,2.81,3.46,4.99,19.19,0.0,1.35,18.41,3.06,7.33,7.76,5.41,6.8,8,4,96,4.15,89,9,2,3,3,3,984,1661,4.42,2,3.89,Computer Science,Family Home,Single,Bus,Yes,Home,Yes,Balanced,No,110,3.81,High
STU-08748,Average,19,6.12,4.24,3.78,4.99,5.31,22.06,2.74,0.5,12.31,1.02,2.97,6.9,6.37,7.13,9,2,95,5.24,76,10,1,1,2,3,3121,1718,3.12,3,3.29,Engineering,Dorm,In Relationship,Bike,No,Home,No,Fast Food,No,173,0.42,Moderate
STU-08749,Topper,23,6.38,8.53,2.58,3.51,5.18,6.67,0.0,1.92,1.32,4.4,6.34,6.27,5.09,7.4,10,2,100,6.14,86,7,1,3,6,5,2809,2543,3.75,6,3.91,Biology,Apartment,In Relationship,Walk,No,Dorm Room,Yes,Balanced,Yes,113,0.4,High
STU-08750,Topper,21,6.55,5.79,3.38,0.81,4.34,26.17,0.0,0.49,23.5,1.72,6.33,7.37,8.78,5.8,13,1,71,6.82,95,7,0,1,5,2,2661,2110,3.52,4,3.17,Business,Dorm,Single,Bus,Yes,Dorm Room,Yes,Balanced,Yes,87,2.09,High
STU-08751,Average,21,6.51,7.75,3.81,5.25,5.76,5.0,5.35,2.96,11.84,2.58,4.62,6.43,4.67,6.01,15,1,139,4.44,90,6,1,2,2,9,945,2399,5.06,5,3.57,Computer Science,Dorm,Single,Bus,Yes,Dorm Room,Yes,Balanced,No,147,1.91,Moderate
STU-08752,Working Student,20,6.64,3.46,2.61,0.56,3.79,32.16,23.13,1.51,6.22,6.27,6.37,3.26,6.17,5.73,14,1,59,5.3,85,8,1,0,1,7,2202,1753,2.18,8,3.7,Engineering,Family Home,Single,Bus,No,Dorm Room,Yes,Vegetarian,No,125,0.0,Moderate
STU-08753,Average,18,6.26,2.91,2.81,3.41,4.45,7.32,0.23,0.12,11.12,2.08,5.34,6.63,7.23,7.36,10,3,82,3.18,88,5,2,0,4,7,1173,1289,3.04,6,3.73,Arts,Apartment,Single,Car,No,Dorm Room,No,High Protein,No,60,1.43,Moderate
STU-08754,Topper,21,5.5,6.14,2.46,1.76,3.04,18.86,0.0,1.42,5.36,2.76,5.83,7.25,8.01,7.84,16,3,99,4.16,96,8,1,2,1,2,1787,1784,2.49,7,4.0,Computer Science,Apartment,Single,Bus,No,Home,No,Balanced,No,41,0.87,Moderate
STU-08755,Struggling,19,4.08,3.96,2.31,2.54,6.33,24.45,6.09,2.83,5.97,6.05,8.89,7.05,3.5,3.32,19,1,69,5.67,67,3,4,1,2,2,1062,3712,5.61,6,3.41,Nursing,Dorm,Single,Car,No,Dorm Room,Yes,Vegetarian,No,265,5.53,High
STU-08756,Athlete,18,5.93,5.39,5.21,2.48,2.23,28.75,0.0,1.88,12.45,3.11,5.43,4.86,4.47,6.85,14,4,86,3.41,86,9,5,2,2,2,1224,3064,1.84,8,4.0,Business,Family Home,Single,Bus,No,Dorm Room,No,Fast Food,No,33,4.13,Moderate
STU-08757,Average,21,6.58,5.52,4.06,6.53,5.51,18.12,2.04,0.48,20.07,5.22,7.11,5.98,6.72,6.11,15,5,118,6.34,80,5,2,1,2,4,2113,2357,6.15,8,3.24,Arts,Apartment,Single,Bus,No,Cafe,No,Balanced,No,153,0.22,High
STU-08758,Average,19,6.12,5.4,1.18,3.53,3.7,18.42,4.11,1.19,14.5,3.48,6.63,7.06,2.22,7.49,16,4,139,2.25,80,4,2,2,2,4,2370,300,5.65,6,3.49,Engineering,Dorm,Single,Car,No,Home,Yes,Fast Food,No,156,2.8,Low
STU-08759,Working Student,19,6.59,3.41,0.69,3.19,7.37,37.25,20.55,1.84,9.37,8.17,9.01,3.57,4.69,3.86,13,3,90,4.5,86,6,3,1,6,5,2458,881,1.42,5,2.71,Psychology,Dorm,Single,Bus,Yes,Dorm Room,No,High Protein,No,31,1.68,High
STU-08760,Struggling,21,5.36,4.15,0.21,2.16,6.46,27.51,8.1,3.85,5.52,5.54,8.24,3.94,6.41,4.86,9,3,81,8.38,67,8,4,1,6,2,2634,979,3.22,5,3.72,Arts,Dorm,Single,Bike,Yes,Cafe,Yes,Fast Food,Yes,164,0.69,High
STU-08761,Social Butterfly,20,4.99,6.73,4.54,2.0,5.2,33.73,3.09,0.79,12.96,2.02,5.76,7.82,5.55,6.97,15,2,43,5.95,87,6,3,2,5,5,2606,1875,2.61,7,2.39,Computer Science,Dorm,Single,Bus,Yes,Dorm Room,No,Balanced,Yes,30,2.95,High
STU-08762,Average,20,6.0,6.35,1.66,1.74,5.13,23.14,7.12,1.85,9.32,1.91,7.02,5.77,6.46,5.86,12,2,89,4.99,85,5,0,1,3,4,1814,1498,6.27,9,2.98,Arts,Dorm,In Relationship,Walk,Yes,Cafe,Yes,Balanced,No,159,2.96,Moderate
STU-08763,Topper,20,6.67,6.02,0.78,2.47,3.88,18.7,0.0,0.91,16.7,1.71,4.73,8.05,7.95,8.73,13,2,105,4.73,85,4,0,3,4,4,1544,2746,2.81,7,1.93,Computer Science,Apartment,Single,Car,Yes,Dorm Room,Yes,Balanced,No,48,2.93,Low
STU-08764,Athlete,24,6.89,4.52,6.83,4.74,4.27,24.23,0.0,1.37,6.25,2.91,6.57,8.49,4.31,3.83,16,1,107,4.28,78,5,5,1,4,3,1917,2874,3.23,8,3.99,Engineering,Dorm,Single,Bus,No,Home,Yes,Vegetarian,Yes,132,0.0,Moderate
STU-08765,Social Butterfly,22,6.25,5.56,3.82,3.4,3.98,27.4,5.39,0.72,6.55,4.33,5.8,6.57,7.51,5.9,15,5,106,5.11,82,6,0,2,3,4,1873,1045,6.75,9,2.73,Engineering,Dorm,Single,Car,No,Dorm Room,Yes,High Protein,No,106,3.2,High
STU-08766,Working Student,24,7.01,3.04,0.0,3.1,6.06,30.85,16.14,0.65,5.18,8.31,5.36,3.97,4.52,6.66,14,4,111,7.31,73,7,2,1,1,5,347,2255,5.44,4,3.55,Biology,Apartment,Single,Walk,No,Library,Yes,Balanced,No,143,1.73,High
STU-08767,Average,21,8.44,6.16,2.09,6.41,4.42,16.58,3.45,2.81,22.58,4.8,4.51,4.13,6.59,7.51,14,4,76,5.69,81,5,3,1,4,2,2358,1322,3.58,6,1.87,Biology,Dorm,Single,Bike,Yes,Dorm Room,Yes,Fast Food,No,148,3.47,Moderate
STU-08768,Working Student,19,5.31,4.28,2.64,3.45,5.25,48.39,17.26,1.18,8.69,9.05,6.64,7.55,5.73,4.95,13,3,79,5.8,72,9,2,2,1,5,1721,2415,6.72,5,2.79,Business,Family Home,In Relationship,Bus,No,Cafe,Yes,High Protein,No,188,0.44,High
STU-08769,Athlete,20,6.25,5.2,6.15,5.43,4.75,5.0,0.0,1.45,18.77,5.06,5.25,5.65,5.08,6.69,13,4,85,5.0,79,5,2,1,7,3,421,2883,3.43,8,3.34,Computer Science,Dorm,Single,Bus,Yes,Cafe,No,Fast Food,No,30,2.02,High
STU-08770,Athlete,22,7.51,5.79,5.9,3.94,4.49,28.1,0.0,1.07,15.02,1.4,5.44,3.81,5.86,7.02,20,1,79,4.61,87,9,0,1,8,4,1889,494,6.03,5,4.0,Nursing,Dorm,In Relationship,Car,No,Home,Yes,Fast Food,No,148,2.92,Moderate
STU-08771,Average,22,6.03,6.21,3.78,6.41,4.74,28.79,8.04,2.88,14.68,3.12,6.11,5.83,5.13,6.33,13,7,88,4.95,86,8,2,2,4,3,1944,1493,3.57,5,3.17,Arts,Family Home,In Relationship,Walk,No,Library,No,High Protein,No,152,3.16,Moderate
STU-08772,Social Butterfly,23,5.21,4.97,2.51,6.75,4.31,25.37,7.46,0.65,12.7,3.83,3.99,5.39,5.07,5.7,18,5,82,6.84,81,7,3,4,6,1,1849,2248,5.85,7,2.79,Business,Family Home,Single,Bus,No,Dorm Room,No,Balanced,No,30,0.0,High
STU-08773,Struggling,18,5.51,2.38,1.32,2.92,5.06,22.69,3.29,4.44,1.01,8.09,7.12,2.79,5.19,4.85,13,3,111,8.07,76,4,1,2,2,4,1485,1622,2.71,5,2.72,Biology,Family Home,Single,Bike,No,Library,No,High Protein,No,140,1.65,High
STU-08774,Working Student,19,6.58,6.08,2.66,2.94,5.85,35.63,24.98,0.46,1.78,8.27,6.88,7.34,5.68,5.26,13,4,78,3.19,68,7,2,3,6,4,885,1655,5.58,4,3.38,Computer Science,Apartment,Single,Walk,No,Library,No,Vegetarian,No,234,4.94,High
STU-08775,Average,20,6.66,4.25,2.07,6.17,4.87,22.31,3.47,2.09,18.2,1.18,4.62,6.68,6.86,8.98,15,5,57,2.48,86,7,0,0,2,1,1470,2215,3.0,7,3.83,Computer Science,Apartment,Single,Bus,No,Dorm Room,No,High Protein,No,89,3.18,Low
STU-08776,Topper,22,7.5,6.73,3.93,3.01,5.19,11.17,0.0,3.09,14.98,1.0,5.38,6.88,6.85,7.13,17,2,78,6.01,82,5,3,1,5,5,1790,1182,7.05,4,2.78,Nursing,Family Home,Single,Walk,Yes,Cafe,No,Balanced,Yes,194,3.75,Moderate
STU-08777,Social Butterfly,22,5.82,6.08,1.78,5.8,7.05,12.82,8.34,4.0,17.01,3.07,5.69,4.64,4.1,5.56,12,2,69,4.5,90,5,2,2,5,1,1520,2539,4.51,8,2.99,Psychology,Family Home,Single,Walk,No,Library,Yes,Vegetarian,Yes,155,0.28,High
STU-08778,Average,19,5.91,7.43,3.34,5.01,6.29,24.23,5.0,1.51,13.65,3.32,5.65,6.79,5.17,5.92,15,3,132,6.25,84,6,1,2,2,1,1440,2623,6.77,8,3.67,Psychology,Apartment,Single,Car,Yes,Library,No,Fast Food,No,112,2.4,High
STU-08779,Average,17,7.64,6.44,4.57,4.04,6.49,11.64,3.45,0.27,19.83,6.36,5.01,5.26,3.98,3.71,17,4,95,6.14,82,3,3,1,7,5,2972,1111,5.6,5,3.93,Business,Dorm,In Relationship,Car,No,Library,No,Fast Food,No,153,4.35,High
STU-08780,Social Butterfly,19,6.77,5.74,2.73,2.96,4.06,15.3,2.84,1.51,5.07,6.37,5.06,5.93,6.44,7.29,13,3,89,6.59,88,7,2,1,6,3,2215,1869,1.9,7,3.23,Biology,Apartment,Single,Bus,No,Dorm Room,Yes,Vegetarian,No,180,2.09,High
STU-08781,Topper,20,6.44,6.39,4.81,1.2,6.15,16.35,0.0,1.37,14.77,3.64,4.58,6.49,4.73,8.15,12,4,68,4.45,86,8,2,1,8,6,2943,1696,0.0,9,2.68,Computer Science,Apartment,In Relationship,Walk,Yes,Home,No,Fast Food,No,141,3.24,High
STU-08782,Average,18,6.11,5.4,2.45,6.48,4.85,25.97,3.69,2.39,10.82,2.63,7.19,7.84,5.79,4.23,16,5,84,4.66,93,5,2,2,2,2,200,1947,2.93,6,3.79,Computer Science,Apartment,Single,Bike,Yes,Home,No,High Protein,Yes,127,1.5,High
STU-08783,Topper,20,7.24,8.06,2.59,2.26,3.58,18.71,0.0,1.33,13.12,1.73,1.86,6.23,8.43,9.52,16,5,59,7.28,100,9,1,1,1,4,1926,386,4.0,7,3.11,Business,Dorm,Single,Bus,Yes,Cafe,Yes,Fast Food,Yes,51,0.54,Moderate
STU-08784,Athlete,20,6.05,3.99,5.95,2.57,4.07,28.03,0.0,1.54,6.79,1.0,3.78,8.03,5.22,7.54,15,3,48,2.79,89,6,4,1,7,2,1680,956,3.23,6,3.4,Arts,Family Home,Single,Walk,No,Dorm Room,No,High Protein,No,118,3.89,Moderate
STU-08785,Average,19,7.01,4.19,3.23,3.67,5.94,35.53,7.85,1.41,12.19,3.46,6.28,6.81,4.49,4.67,15,1,72,3.11,88,9,4,1,5,4,1111,1483,0.99,5,3.62,Computer Science,Dorm,Single,Walk,Yes,Home,Yes,Vegetarian,No,169,0.25,Moderate
STU-08786,Working Student,19,4.54,5.21,1.09,2.69,3.98,40.27,14.53,1.33,11.08,9.03,8.49,5.75,5.87,4.83,14,5,107,7.83,82,8,3,0,4,2,1570,1345,0.45,9,3.13,Business,Family Home,Single,Walk,No,Library,No,Balanced,Yes,150,3.57,High
STU-08787,Average,22,6.94,2.35,2.84,2.14,6.54,20.6,3.08,1.69,11.97,3.64,4.62,3.45,4.74,4.87,14,3,73,2.46,78,7,1,2,3,3,1914,466,1.24,4,2.39,Computer Science,Dorm,Single,Bike,No,Home,Yes,Fast Food,No,116,3.03,High
STU-08788,Working Student,21,6.0,4.69,0.51,2.71,4.14,37.35,21.47,1.21,4.44,6.9,6.75,5.08,5.32,4.22,18,7,118,6.88,78,7,2,0,1,2,2761,1963,6.23,5,2.82,Arts,Family Home,Single,Car,No,Dorm Room,No,Fast Food,No,88,2.39,High
STU-08789,Athlete,21,6.08,6.2,3.65,4.02,6.15,20.1,0.0,1.46,10.69,1.06,3.64,7.63,9.89,5.02,14,6,95,3.59,74,8,2,3,6,4,369,3006,5.01,6,2.98,Engineering,Dorm,Single,Walk,No,Library,No,Balanced,No,90,2.71,High
STU-08790,Average,21,6.0,3.86,3.74,3.81,5.37,12.5,0.0,1.43,20.78,5.39,7.26,4.92,5.02,4.6,10,1,83,6.37,73,5,0,3,7,5,200,1430,4.43,5,3.46,Computer Science,Family Home,In Relationship,Walk,No,Cafe,Yes,Balanced,No,131,0.23,High
STU-08791,Average,17,7.34,5.78,3.36,3.82,2.92,41.92,6.41,4.47,9.16,2.21,7.82,6.19,7.08,6.12,6,3,69,4.89,77,4,1,1,5,2,229,300,4.19,4,2.64,Biology,Dorm,Single,Car,No,Home,No,High Protein,No,30,2.39,High
STU-08792,Struggling,20,5.53,3.13,1.73,0.76,7.12,63.86,9.68,3.26,4.68,7.41,7.57,3.91,3.4,5.54,12,1,59,7.01,63,6,1,3,3,4,2057,2540,9.18,6,3.41,Arts,Family Home,Single,Walk,No,Home,No,Balanced,No,49,0.0,High
STU-08793,Average,17,7.07,7.6,0.52,6.42,4.58,26.16,6.82,3.66,8.44,2.89,4.19,4.52,7.83,5.74,15,3,117,5.06,73,2,4,2,1,1,950,2734,4.78,3,2.88,Biology,Dorm,Single,Car,No,Home,No,High Protein,No,159,1.86,Moderate
STU-08794,Athlete,21,7.67,3.29,6.06,3.22,4.73,21.7,0.0,1.51,18.22,1.0,2.73,7.26,7.03,5.57,17,3,101,4.68,86,3,2,1,2,2,437,2186,1.0,6,2.85,Psychology,Apartment,Single,Bus,No,Cafe,No,Fast Food,No,148,3.53,Low
STU-08795,Average,20,6.46,5.43,3.75,4.71,5.65,13.68,2.74,3.28,7.09,4.0,6.75,6.96,5.69,5.74,19,3,34,5.89,75,8,0,2,1,2,2492,2590,3.67,6,3.14,Business,Dorm,Single,Walk,Yes,Home,Yes,Balanced,Yes,137,2.43,High
STU-08796,Average,20,6.95,4.74,2.79,5.26,4.88,16.47,5.58,1.47,14.06,3.41,6.86,4.63,6.27,5.13,12,4,110,6.68,86,4,1,4,3,3,1655,673,2.23,4,3.47,Engineering,Dorm,Single,Bus,No,Dorm Room,Yes,Balanced,No,78,1.0,Moderate
STU-08797,Topper,22,7.8,6.81,0.76,1.98,4.62,23.76,0.0,0.0,14.95,2.04,6.61,7.78,6.75,5.12,18,1,93,5.22,82,7,2,4,3,3,3404,1400,0.0,6,3.36,Computer Science,Dorm,Single,Walk,No,Cafe,No,Balanced,No,98,1.4,Moderate
STU-08798,Working Student,19,5.66,3.18,0.0,3.62,7.31,31.16,10.26,2.59,7.77,6.83,4.46,5.45,5.13,1.94,19,2,95,7.35,91,9,3,2,1,2,2340,884,6.58,7,2.64,Computer Science,Apartment,In Relationship,Car,No,Library,Yes,Fast Food,No,208,3.42,High
STU-08799,Athlete,22,6.82,5.46,6.26,3.29,2.71,19.47,0.0,2.44,4.92,2.39,4.52,3.74,7.8,5.66,17,2,72,4.61,87,10,1,1,4,1,1330,765,0.72,3,2.96,Engineering,Apartment,Single,Bike,Yes,Cafe,Yes,Balanced,No,82,0.93,High
STU-08800,Social Butterfly,17,5.69,6.2,3.95,3.16,4.43,9.7,6.58,2.54,6.31,2.82,5.41,4.53,4.77,5.64,12,3,107,8.82,81,6,0,0,3,6,2081,1675,4.58,5,2.65,Arts,Dorm,Single,Walk,Yes,Dorm Room,No,High Protein,Yes,191,0.0,Moderate
STU-08801,Social Butterfly,22,6.01,6.84,3.04,3.21,2.92,10.33,0.0,0.68,11.68,2.18,4.7,7.16,6.53,3.67,17,1,53,2.68,85,8,1,3,3,4,1356,1330,3.5,9,2.8,Business,Dorm,Single,Walk,No,Cafe,Yes,Balanced,No,88,0.0,Low
STU-08802,Athlete,24,6.8,3.79,5.37,0.42,6.02,29.74,0.0,1.47,5.22,2.16,4.46,7.1,6.77,6.46,14,2,78,2.96,82,8,3,1,2,5,1796,1796,5.08,5,3.28,Engineering,Apartment,Single,Bus,No,Cafe,No,Balanced,No,109,0.0,Low
STU-08803,Average,22,6.98,6.12,2.29,4.83,3.16,12.49,6.75,2.06,1.49,4.47,8.93,6.34,4.02,6.0,12,6,103,7.73,83,10,0,1,1,2,3617,2255,8.53,8,3.9,Computer Science,Apartment,Single,Walk,No,Library,No,Balanced,No,166,2.09,High
STU-08804,Social Butterfly,20,6.28,4.46,2.59,2.76,5.35,35.2,5.31,2.69,12.53,2.55,5.2,4.15,5.9,6.45,17,5,80,5.77,89,8,3,1,1,4,1402,1258,4.15,7,2.64,Business,Apartment,Single,Bike,Yes,Library,No,Fast Food,No,148,3.84,Moderate
STU-08805,Athlete,19,6.17,4.4,7.0,1.54,6.79,31.72,0.0,2.81,2.03,4.1,5.62,6.9,8.97,6.61,14,4,130,3.33,78,4,2,2,7,3,1955,2115,4.35,5,3.4,Business,Dorm,In Relationship,Bus,No,Home,Yes,Vegetarian,No,114,2.03,High
STU-08806,Working Student,21,5.21,4.19,2.61,1.83,5.02,33.28,24.83,3.53,8.15,5.75,6.15,6.33,5.91,5.99,10,4,140,6.16,76,4,0,2,6,4,2485,1375,2.13,6,2.39,Psychology,Apartment,Single,Walk,No,Dorm Room,Yes,High Protein,No,79,3.06,High
STU-08807,Average,23,6.92,6.53,2.73,2.8,7.61,14.13,0.47,1.46,13.99,4.52,6.16,5.95,5.98,4.92,16,2,159,3.76,79,6,1,2,5,4,3525,1968,4.69,5,2.46,Computer Science,Dorm,Single,Bike,Yes,Dorm Room,Yes,Balanced,No,30,1.28,High
STU-08808,Struggling,19,4.12,2.36,2.69,2.62,4.56,33.44,17.67,5.0,10.49,6.58,7.2,2.77,4.93,2.96,8,3,103,8.85,96,7,3,0,4,1,3982,1678,5.4,4,3.03,Arts,Dorm,Single,Bike,Yes,Dorm Room,No,High Protein,Yes,114,2.31,High
